Strategy 1,Strategy 2,winner,# cards played,wars
2,2,2,73,9
2,2,2,786,52
2,2,2,136,8
2,2,1,470,36
2,2,1,277,23
2,2,2,706,52
2,2,2,53,3
2,2,2,100,13
2,2,1,80,10
2,2,2,239,13
2,2,1,56,4
2,2,2,153,13
2,2,2,141,13
2,2,1,86,6
2,2,2,105,13
2,2,2,365,31
2,2,1,60,4
3,2,2,232,20
3,2,2,89,5
3,2,2,158,6
3,2,2,157,9
3,2,2,128,14
3,2,1,318,28
3,2,1,90,4
3,2,2,109,7
3,2,1,75,5
3,2,1,142,6
3,2,2,120,9
3,2,1,95,7
3,2,2,98,6
3,2,1,123,11
3,2,1,54,2
3,2,1,202,18
3,2,1,455,29
3,2,1,240,16
3,2,1,1094,70
3,2,2,79,5
3,2,2,166,14
3,2,2,154,12
3,2,1,186,16
3,2,1,233,15
3,2,2,508,30
3,2,1,40,2
3,2,1,82,4
3,2,1,416,30
3,2,2,101,7
3,2,1,441,31
3,2,1,747,55
3,2,2,186,14
3,2,2,72,4
3,2,2,132,12
3,2,2,609,45
3,2,1,339,19
3,2,1,50,6
3,2,1,140,10
3,2,1,64,6
3,2,1,168,16
3,2,1,139,9
3,2,1,150,12
3,2,2,273,25
3,2,2,124,10
3,2,2,59,3
3,2,1,124,10
3,2,2,60,2
3,2,1,732,58
3,2,2,113,5
3,2,2,1277,101
3,2,2,166,14
3,2,1,715,61
3,2,1,370,36
3,2,1,169,13
3,2,2,355,27
3,2,1,536,38
3,2,1,127,7
3,2,2,149,7
3,2,2,156,18
3,2,2,211,19
3,2,2,291,11
3,2,1,346,32
3,2,2,185,15
3,2,2,196,18
3,2,2,69,5
3,2,1,839,69
3,2,1,297,27
3,2,2,63,1
3,2,2,1298,88
3,2,1,51,7
3,2,2,171,15
3,2,1,315,17
3,2,2,155,11
3,2,1,631,43
3,2,2,144,10
3,2,2,55,3
3,2,1,76,8
3,2,2,405,31
3,2,1,421,33
3,2,1,469,35
3,2,2,512,48
3,2,2,296,24
3,2,1,117,7
3,2,1,99,9
3,2,1,301,29
3,2,1,203,21
3,2,1,528,44
3,2,2,434,26
3,2,2,62,2
3,2,2,212,18
3,2,2,96,10
3,2,1,177,13
3,2,1,166,12
3,2,2,111,11
3,2,1,57,3
3,2,2,196,10
3,2,2,110,8
3,2,2,128,12
3,2,2,203,7
3,2,1,142,12
3,3,2,184,18
3,3,1,108,4
3,3,2,118,12
3,3,1,432,34
3,3,2,316,28
3,3,2,440,34
3,3,1,188,14
3,3,2,82,4
3,3,1,486,30
3,3,2,138,6
3,3,2,446,40
3,3,2,396,28
3,3,1,562,50
3,3,1,99,10
3,3,2,274,22
3,3,1,379,31
3,3,2,609,51
3,3,2,111,8
3,3,2,254,18
3,3,1,75,11
3,3,2,60,0
3,3,1,698,60
3,3,2,361,35
3,3,1,41,1
3,3,1,210,22
3,3,1,76,8
3,3,1,115,9
3,3,2,310,20
3,3,2,115,15
3,3,1,98,6
3,3,2,91,7
3,3,1,323,25
3,3,1,168,12
3,3,2,111,9
3,3,1,74,6
3,3,1,389,35
3,3,2,468,40
3,3,2,915,77
3,3,1,56,6
3,3,2,85,9
3,3,1,173,13
3,3,1,363,27
3,3,2,51,5
3,3,1,103,7
3,3,2,398,28
3,3,2,78,4
3,3,2,225,11
3,3,1,173,13
3,3,1,98,12
3,3,2,103,7
3,3,2,428,36
3,3,2,242,20
3,3,1,188,12
3,3,2,84,4
3,3,1,88,8
3,3,1,135,11
3,3,2,73,5
3,3,2,93,7
3,3,2,90,6
3,3,2,279,19
3,3,1,528,44
3,3,1,297,21
3,3,1,262,18
3,3,2,144,12
3,3,2,50,5
3,3,1,166,8
3,3,1,91,5
3,3,2,152,10
3,3,1,80,6
3,3,2,259,19
3,3,2,399,41
3,3,2,128,14
3,3,1,140,10
3,3,2,187,19
3,3,1,434,36
3,3,1,721,59
3,3,2,250,16
3,3,2,273,19
3,3,2,487,31
3,3,2,251,23
3,3,2,270,14
3,3,2,184,14
3,3,1,442,30
3,3,2,190,28
3,3,1,364,28
3,3,2,58,5
3,3,2,79,5
3,3,1,172,14
3,3,1,56,6
3,3,1,58,4
3,3,2,56,12
3,3,2,88,4
3,3,1,264,14
3,3,1,177,13
3,3,2,44,2
3,3,1,84,6
3,3,1,120,7
3,3,1,199,15
3,3,1,97,9
3,3,1,151,13

0 ,0,1,303,25
0 ,0,1,911,67
0 ,0,2,73,7
0 ,0,2,692,42
0 ,0,1,173,19
0 ,0,1,269,25
0 ,0,1,87,5
0 ,0,2,92,8
0 ,0,2,251,15
0 ,0,2,103,7
0 ,0,2,315,19
0 ,0,1,497,39
0 ,0,1,231,13
0 ,0,2,230,14
0 ,0,2,126,7
0 ,0,1,299,20
0 ,0,1,241,19
0 ,0,1,389,21
0 ,0,2,250,22
0 ,0,2,482,42
0 ,0,1,535,41
0 ,0,2,280,22
0 ,0,2,558,40
0 ,0,2,102,4
0 ,0,2,435,27
0 ,0,1,193,13
0 ,0,2,230,15
0 ,0,2,100,8
0 ,0,1,403,37
0 ,0,1,245,19
0 ,0,2,86,6
0 ,0,1,106,10
0 ,0,2,125,7
0 ,0,1,129,7
0 ,0,1,177,9
0 ,0,2,422,26
0 ,0,1,1628,115
0 ,0,2,186,10
0 ,0,2,136,4
0 ,0,2,129,7
0 ,0,2,182,12
0 ,0,1,146,10
0 ,0,2,332,24
0 ,0,1,96,4
0 ,0,2,227,12
0 ,0,1,101,11
0 ,0,1,317,23
0 ,0,2,267,19
0 ,0,1,362,22
0 ,0,1,90,6
0 ,0,1,129,11
0 ,0,1,139,11
0 ,0,2,1070,86
0 ,0,2,718,52
0 ,0,1,190,12
0 ,0,2,188,8
0 ,0,1,135,7
0 ,0,1,306,20
0 ,0,1,436,32
0 ,0,1,129,9
0 ,0,1,315,21
0 ,0,1,171,10
0 ,0,2,408,30
0 ,0,2,1285,87
0 ,0,1,778,50
0 ,0,2,194,16
0 ,0,2,205,17
0 ,0,1,133,7
0 ,0,2,127,3
0 ,0,1,185,15
0 ,0,2,64,6
0 ,0,1,211,17
0 ,0,1,119,3
0 ,0,1,328,27
0 ,0,1,98,6
0 ,0,2,118,6
0 ,0,2,489,37
0 ,0,2,655,46
0 ,0,1,448,31
0 ,0,2,1354,82
0 ,0,2,535,43
0 ,0,2,74,6
0 ,0,1,251,23
0 ,0,1,385,37
0 ,0,1,195,19
0 ,0,2,839,61
0 ,0,2,83,4
0 ,0,2,455,36
0 ,0,1,233,19
0 ,0,1,74,4
0 ,0,1,329,25
0 ,0,2,83,9
0 ,0,2,518,42
0 ,0,2,88,4
0 ,0,2,207,20
0 ,0,2,110,4
0 ,0,2,1606,114
0 ,0,2,164,14
0 ,0,2,138,6
0 ,0,2,347,23
